carat,cut,color,clarity,depth,table,x,y,z,id,ts,prediction,price
0.5,'Very Good',D,SI1,58.8,60.0,5.18,5.2,3.05,43664,2021-12-27 18:13:21.399655,1545.5,1436
0.71,Ideal,F,VS1,61.9,56.0,5.66,5.72,3.53,5285,2021-12-27 18:13:21.399655,4071.0,3799
0.9,'Very Good',F,VS2,63.4,58.0,6.07,6.11,3.86,8367,2021-12-27 18:13:21.399655,5196.5,4400
0.37,Good,F,VS2,63.3,56.0,4.56,4.63,2.91,30981,2021-12-27 18:13:21.399655,717.5,746
2.01,Fair,H,SI2,65.9,57.0,7.8,7.74,5.12,24351,2021-12-27 18:13:21.399655,12736.5,12617
1.08,'Very Good',H,SI1,61.8,53.0,6.62,6.63,4.09,12905,2021-12-27 18:13:21.399655,5602.0,5375
0.82,Ideal,I,VS1,61.3,57.0,6.02,6.07,3.7,2093,2021-12-27 18:13:21.399655,3747.5,3113
1.33,Premium,E,SI2,61.0,60.0,7.13,7.05,4.33,15596,2021-12-27 18:13:21.399655,7592.5,6256
1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,11336,2021-12-27 18:13:21.399655,5391.0,4989
1.01,Fair,H,VS1,61.4,66.0,6.34,6.24,3.87,11683,2021-12-27 18:13:21.399655,4907.5,5062
0.41,Premium,E,VS1,60.1,58.0,4.84,4.81,2.9,40585,2021-12-27 18:13:21.399655,1585.5,1153
0.7,Good,D,VS2,57.7,60.0,5.83,5.86,3.37,1920,2021-12-27 18:13:21.399655,3655.5,3082
0.26,Ideal,E,VVS2,62.9,58.0,4.02,4.06,2.54,82,2021-12-27 18:13:21.399655,991.0,554
1.0,Ideal,E,VS2,62.0,56.0,6.46,6.41,3.99,17200,2021-12-27 18:13:21.399655,6243.0,6871
1.01,'Very Good',E,SI1,62.8,57.0,6.37,6.41,4.01,13318,2021-12-27 18:13:21.399655,5667.0,5499
0.55,Premium,H,VS2,59.9,61.0,5.31,5.28,3.17,42051,2021-12-27 18:13:21.399655,1501.0,1270
0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,37164,2021-12-27 18:13:21.399655,928.5,972
0.46,Premium,I,IF,59.4,60.0,5.04,5.02,2.99,41243,2021-12-27 18:13:21.399655,1473.5,1208
1.03,Ideal,G,VS2,61.1,57.0,6.51,6.54,3.99,18845,2021-12-27 18:13:21.399655,6274.0,7726
2.01,Ideal,F,SI2,61.6,55.0,8.08,8.02,4.97,27491,2021-12-27 18:13:21.399655,14379.0,18183
0.65,'Very Good',D,VVS2,59.9,58.0,5.63,5.69,3.39,1813,2021-12-27 18:13:21.399655,4034.0,3056
0.33,Ideal,E,VS1,61.1,56.0,4.45,4.48,2.73,34039,2021-12-27 18:13:21.399655,1146.0,850
0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73,47994,2021-12-27 18:13:21.399655,-320.5,533
0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,2994,2021-12-27 18:13:21.399655,3923.5,3303
0.43,Ideal,H,VVS1,61.7,56.0,4.86,4.9,3.01,37525,2021-12-27 18:13:21.399655,1473.5,987
0.51,Ideal,G,VVS2,62.9,57.0,5.12,5.09,3.21,48442,2021-12-27 18:13:21.399655,2425.0,1974
1.05,Premium,G,VS2,61.8,58.0,6.59,6.52,4.05,15438,2021-12-27 18:13:21.399655,6274.0,6181
1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33,14296,2021-12-27 18:13:21.399655,7279.5,5788
0.56,Ideal,J,VS2,61.9,57.0,5.29,5.31,3.28,42137,2021-12-27 18:13:21.399655,305.0,1280
0.81,Premium,F,SI1,61.0,59.0,6.01,5.99,3.66,2642,2021-12-27 18:13:21.399655,3836.0,3230
1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,9280,2021-12-27 18:13:21.399655,4419.0,4565
0.42,Ideal,D,VS1,61.8,56.0,4.82,4.86,2.99,40387,2021-12-27 18:13:21.399655,1951.0,1132
0.36,'Very Good',G,SI1,63.3,56.0,4.53,4.5,2.86,29084,2021-12-27 18:13:21.399655,-42.0,689
1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39,18689,2021-12-27 18:13:21.399655,9214.0,7644
0.41,Premium,G,VS1,62.1,60.0,4.78,4.72,2.95,36963,2021-12-27 18:13:21.399655,1173.5,961
0.5,Premium,H,VVS1,62.5,58.0,5.05,5.1,3.17,45800,2021-12-27 18:13:21.399655,1885.0,1710
0.33,'Very Good',D,VS1,60.1,59.0,4.46,4.49,2.69,29231,2021-12-27 18:13:21.399655,1217.5,696
0.56,Ideal,H,VS2,62.4,56.0,5.27,5.23,3.28,45536,2021-12-27 18:13:21.399655,1706.0,1687
0.26,'Very Good',E,VVS2,63.0,58.0,4.0,4.03,2.53,12360,2021-12-27 18:13:21.399655,893.5,597
0.8,Good,F,VS1,59.0,60.9,6.03,6.04,3.56,3849,2021-12-27 18:13:21.399655,4511.0,3477
0.7,'Very Good',D,SI1,61.1,61.0,5.67,5.76,3.49,53747,2021-12-27 18:13:21.399655,3109.5,2724
0.33,Premium,G,VVS1,60.9,60.0,4.46,4.5,2.73,34510,2021-12-27 18:13:21.399655,1121.0,868
1.07,Premium,G,VS2,60.5,56.0,6.71,6.64,4.04,16194,2021-12-27 18:13:21.399655,6522.0,6471
0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,48021,2021-12-27 18:13:21.399655,1955.0,1922
1.53,'Very Good',I,SI1,63.3,58.0,7.26,7.31,4.61,19233,2021-12-27 18:13:21.399655,9276.5,7971
0.32,Premium,G,VS2,60.2,57.0,4.45,4.42,2.67,30109,2021-12-27 18:13:21.399655,390.0,720
1.07,Ideal,G,VS2,62.2,57.0,6.55,6.53,4.07,16193,2021-12-27 18:13:21.399655,6610.5,6471
2.01,'Very Good',D,SI2,61.8,59.0,8.07,8.15,5.01,26990,2021-12-27 18:13:21.399655,14417.0,17079
0.32,Ideal,G,VVS2,61.4,55.0,4.43,4.4,2.71,36322,2021-12-27 18:13:21.399655,1152.5,936
0.31,'Very Good',E,SI1,63.4,55.0,4.33,4.32,2.74,29267,2021-12-27 18:13:21.399655,-93.5,698
0.61,'Very Good',E,SI1,63.3,60.0,5.36,5.29,3.37,46005,2021-12-27 18:13:21.399655,2085.5,1726
1.18,'Very Good',E,I1,59.9,63.0,6.8,6.85,4.09,2600,2021-12-27 18:13:21.399655,3402.5,3219
1.03,'Very Good',G,VS1,63.0,56.0,6.43,6.46,4.06,16346,2021-12-27 18:13:21.399655,6468.5,6539
1.24,Premium,G,IF,60.5,58.0,6.94,7.0,4.22,22547,2021-12-27 18:13:21.399655,9258.0,10584
0.32,'Very Good',H,SI1,61.9,59.0,4.38,4.41,2.72,30949,2021-12-27 18:13:21.399655,-835.0,449
0.74,Ideal,I,VS2,61.9,55.0,5.8,5.83,3.6,1518,2021-12-27 18:13:21.399655,2771.0,2997
0.31,Premium,G,VS2,59.2,60.0,4.47,4.42,2.63,29340,2021-12-27 18:13:21.399655,235.0,698
0.3,'Very Good',G,VVS2,62.3,59.0,4.25,4.29,2.66,28890,2021-12-27 18:13:21.399655,821.0,684
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,32182,2021-12-27 18:13:21.399655,495.0,787
0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15,49448,2021-12-27 18:13:21.399655,2571.5,2111
0.79,'Very Good',E,VS2,62.7,56.0,5.85,5.88,3.68,4117,2021-12-27 18:13:21.399655,4347.0,3539
0.32,'Very Good',E,VS1,64.0,56.0,4.33,4.36,2.78,22693,2021-12-27 18:13:21.399655,854.5,630
1.01,'Very Good',F,SI1,60.8,59.0,6.49,6.53,3.96,10825,2021-12-27 18:13:21.399655,5562.0,4869
0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,5755,2021-12-27 18:13:21.399655,4390.0,3896
0.35,Ideal,H,VVS1,62.3,55.0,4.55,4.51,2.82,38401,2021-12-27 18:13:21.399655,883.0,1024
0.38,Premium,F,VVS1,61.6,58.0,4.63,4.66,2.86,41167,2021-12-27 18:13:21.399655,1750.5,1200
1.0,'Very Good',G,VS2,63.1,58.0,6.39,6.31,4.01,14114,2021-12-27 18:13:21.399655,5788.0,5723
0.71,'Very Good',D,SI2,63.3,55.0,5.72,5.65,3.6,52091,2021-12-27 18:13:21.399655,2236.5,2458
1.75,'Very Good',J,VS1,61.5,59.0,7.75,7.83,4.79,22625,2021-12-27 18:13:21.399655,11337.5,10681
0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,45833,2021-12-27 18:13:21.399655,1624.5,1713
0.35,'Very Good',I,VS2,61.7,57.0,4.52,4.56,2.8,39930,2021-12-27 18:13:21.399655,-462.0,491
0.33,Ideal,H,VVS2,62.2,56.0,4.44,4.46,2.77,28230,2021-12-27 18:13:21.399655,672.5,666
1.13,Ideal,G,IF,61.7,57.0,6.65,6.7,4.12,22192,2021-12-27 18:13:21.399655,8337.0,10228
1.0,Ideal,D,SI1,60.5,57.0,6.48,6.52,3.93,14256,2021-12-27 18:13:21.399655,5924.5,5775
0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,44505,2021-12-27 18:13:21.399655,1812.5,1600
0.62,'Very Good',D,SI1,61.3,58.0,5.47,5.49,3.36,48209,2021-12-27 18:13:21.399655,2491.5,1949
0.9,Premium,H,SI1,62.4,56.0,6.13,6.05,3.8,1988,2021-12-27 18:13:21.399655,3996.0,3095
2.08,Ideal,H,SI2,61.5,57.0,8.26,8.2,5.06,25917,2021-12-27 18:13:21.399655,14204.0,15065
0.41,Good,D,SI1,63.1,57.0,4.68,4.73,2.97,30020,2021-12-27 18:13:21.399655,717.5,717
0.44,Ideal,G,VVS1,61.3,55.0,4.92,4.94,3.02,40505,2021-12-27 18:13:21.399655,2079.5,1143
1.21,Good,H,VS1,63.3,58.0,6.72,6.77,4.27,16901,2021-12-27 18:13:21.399655,7486.0,6748
0.8,Ideal,F,VS2,61.4,56.0,5.99,6.0,3.68,10561,2021-12-27 18:13:21.399655,4459.5,4816
0.32,'Very Good',H,SI1,62.6,55.0,4.37,4.38,2.74,32969,2021-12-27 18:13:21.399655,-752.0,461
0.31,Ideal,D,VVS2,62.0,56.0,4.35,4.37,2.7,38556,2021-12-27 18:13:21.399655,1552.0,1034
1.66,Ideal,H,VS1,61.5,56.0,7.6,7.66,4.69,25991,2021-12-27 18:13:21.399655,12063.5,15210
0.37,'Very Good',F,VS2,59.2,61.0,4.63,4.69,2.76,29240,2021-12-27 18:13:21.399655,898.5,696
1.44,Ideal,G,I1,63.2,55.0,7.21,7.18,4.54,15166,2021-12-27 18:13:21.399655,5751.0,6096
2.72,Ideal,H,I1,59.6,55.0,9.17,9.13,5.45,23580,2021-12-27 18:13:21.399655,17870.0,11594
1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,22931,2021-12-27 18:13:21.399655,11014.5,10967
0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,37623,2021-12-27 18:13:21.399655,1367.0,990
0.6,Ideal,G,VVS1,61.5,56.0,5.44,5.47,3.35,52397,2021-12-27 18:13:21.399655,3303.5,2509
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,24703,2021-12-27 18:13:21.399655,736.5,639
1.51,Ideal,H,VS2,62.5,55.0,7.29,7.34,4.57,22742,2021-12-27 18:13:21.399655,10336.5,10763
0.9,Ideal,F,SI1,61.7,57.0,6.25,6.2,3.84,9741,2021-12-27 18:13:21.399655,4685.0,4657
0.54,'Very Good',D,SI1,62.0,55.0,5.21,5.24,3.24,45270,2021-12-27 18:13:21.399655,1900.5,1662
1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24,15950,2021-12-27 18:13:21.399655,6578.0,6381
0.9,'Very Good',F,SI2,63.1,56.0,6.18,6.12,3.88,3765,2021-12-27 18:13:21.399655,3611.5,3457
0.71,'Very Good',E,SI2,62.2,58.0,5.65,5.7,3.53,51842,2021-12-27 18:13:21.399655,2072.0,2423
0.5,'Very Good',D,VS2,62.8,56.0,5.04,5.08,3.18,46220,2021-12-27 18:13:21.399655,2126.5,1752
0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,39200,2021-12-27 18:13:21.399655,1678.5,1064
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,25027,2021-12-27 18:13:21.399655,-357.5,640
0.8,'Very Good',E,VVS2,62.9,59.0,5.88,5.95,3.72,7846,2021-12-27 18:13:21.399655,5018.0,4304
0.7,'Very Good',H,VS2,63.2,57.0,5.58,5.62,3.54,49597,2021-12-27 18:13:21.399655,2767.0,2137
1.06,Premium,H,VS2,60.8,59.0,6.55,6.58,3.99,12253,2021-12-27 18:13:21.399655,5964.0,5205
1.59,Premium,E,VS2,62.3,59.0,7.43,7.38,4.61,26049,2021-12-27 18:13:21.399655,11702.0,15249
1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,21205,2021-12-27 18:13:21.399655,10362.5,9347
1.06,Ideal,G,VS2,61.1,57.0,6.56,6.59,4.02,16402,2021-12-27 18:13:21.399655,6560.0,6548
0.38,Ideal,E,VS2,61.5,56.0,4.65,4.69,2.87,30013,2021-12-27 18:13:21.399655,1155.5,717
1.2,'Very Good',G,VS2,62.2,58.0,6.75,6.79,4.21,19488,2021-12-27 18:13:21.399655,7724.0,8124
0.37,'Very Good',G,VVS2,59.9,55.0,4.71,4.75,2.83,31802,2021-12-27 18:13:21.399655,1414.0,774
0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,887,2021-12-27 18:13:21.399655,3881.5,2874
0.39,Ideal,E,VVS2,61.7,56.0,4.73,4.75,2.92,39029,2021-12-27 18:13:21.399655,1866.0,1056
2.01,Premium,H,SI2,61.9,59.0,8.13,7.97,4.98,23620,2021-12-27 18:13:21.399655,13398.0,11646
0.9,Premium,H,VS2,61.3,59.0,6.19,6.24,3.81,6989,2021-12-27 18:13:21.399655,4500.5,4155
0.31,Premium,G,VVS1,62.5,57.0,4.4,4.3,2.72,38811,2021-12-27 18:13:21.399655,944.5,1046
1.0,Ideal,E,SI1,61.5,57.0,6.41,6.47,3.96,10808,2021-12-27 18:13:21.399655,5711.5,4864
1.5,'Very Good',H,SI2,62.5,60.0,7.25,7.32,4.55,19552,2021-12-27 18:13:21.399655,8451.5,8184
0.81,'Very Good',E,SI1,63.8,58.0,5.85,5.97,3.77,1424,2021-12-27 18:13:21.399655,3853.5,2972
1.31,Ideal,H,SI2,62.2,57.0,7.0,6.96,4.34,16523,2021-12-27 18:13:21.399655,6795.0,6602
0.43,Ideal,H,VS2,62.3,54.0,4.85,4.88,3.03,32026,2021-12-27 18:13:21.399655,739.5,778
2.1,Premium,G,SI2,60.9,57.4,8.17,8.27,5.0,26500,2021-12-27 18:13:21.399655,14975.0,16112
0.76,'Very Good',D,SI2,59.1,63.0,5.91,5.84,3.47,48692,2021-12-27 18:13:21.399655,2645.5,2006
1.07,Ideal,G,VVS2,62.8,54.0,6.51,6.55,4.1,19581,2021-12-27 18:13:21.399655,7390.5,8212
1.61,Ideal,I,SI1,62.7,55.0,7.54,7.48,4.71,21515,2021-12-27 18:13:21.399655,10131.5,9611
0.9,Premium,I,VS2,63.0,58.0,6.16,6.12,3.87,112,2021-12-27 18:13:21.399655,3972.5,2761
0.3,Ideal,E,SI1,61.6,54.0,4.32,4.35,2.67,40928,2021-12-27 18:13:21.399655,62.5,499
0.91,'Very Good',H,VS2,62.8,58.0,6.15,6.17,3.87,7291,2021-12-27 18:13:21.399655,4541.5,4201
1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,16199,2021-12-27 18:13:21.399655,7020.0,6474
0.4,Premium,G,VVS2,61.3,59.0,4.78,4.74,2.92,37327,2021-12-27 18:13:21.399655,1514.0,980
0.71,Good,J,SI1,61.5,62.0,5.61,5.66,3.47,46289,2021-12-27 18:13:21.399655,714.5,1755
0.72,Ideal,F,VVS1,60.8,56.0,5.81,5.83,3.54,11442,2021-12-27 18:13:21.399655,4548.0,5006
1.16,Ideal,G,VVS2,62.2,56.0,6.7,6.74,4.18,21074,2021-12-27 18:13:21.399655,8188.5,9251
1.01,'Very Good',F,SI1,61.3,59.0,6.44,6.47,3.96,11254,2021-12-27 18:13:21.399655,5580.0,4969
1.53,Premium,G,VS2,61.8,59.0,7.31,7.45,4.56,24335,2021-12-27 18:13:21.399655,10896.5,12602
0.71,Good,I,VS1,61.5,64.0,5.76,5.65,3.51,51018,2021-12-27 18:13:21.399655,2318.0,2327
0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,41334,2021-12-27 18:13:21.399655,2014.5,1215
0.51,Premium,E,VVS2,61.0,61.0,5.17,5.13,3.14,49079,2021-12-27 18:13:21.399655,2596.0,2060
0.5,'Very Good',H,VS1,64.6,56.0,4.97,5.06,3.24,43526,2021-12-27 18:13:21.399655,1401.0,1426
1.1,Ideal,F,VS1,61.5,59.0,6.63,6.58,4.06,20452,2021-12-27 18:13:21.399655,7403.5,8796
1.52,'Very Good',D,SI2,63.2,58.0,7.31,7.25,4.6,20792,2021-12-27 18:13:21.399655,9629.0,9030
1.65,Premium,G,I1,62.0,59.0,7.57,7.53,4.68,17266,2021-12-27 18:13:21.399655,7634.5,6912
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,19477,2021-12-27 18:13:21.399655,6899.0,8114
1.36,Ideal,F,VVS1,61.3,57.0,7.23,7.13,4.4,26113,2021-12-27 18:13:21.399655,10228.5,15386
0.37,Ideal,G,VS2,60.8,57.0,4.61,4.66,2.82,27798,2021-12-27 18:13:21.399655,817.0,649
1.3,Ideal,I,VS2,61.7,56.0,7.07,7.02,4.35,16835,2021-12-27 18:13:21.399655,7751.0,6714
0.36,'Very Good',I,VS1,60.3,60.0,4.58,4.64,2.78,3731,2021-12-27 18:13:21.399655,-86.5,568
0.82,Ideal,I,VS1,61.6,57.0,6.0,6.05,3.71,1481,2021-12-27 18:13:21.399655,3747.5,2986
0.34,Ideal,E,SI2,61.3,55.0,4.49,4.52,2.76,32298,2021-12-27 18:13:21.399655,-642.0,454
1.0,Good,H,SI2,63.2,60.0,6.27,6.3,3.97,4986,2021-12-27 18:13:21.399655,3659.0,3740
0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,35531,2021-12-27 18:13:21.399655,1589.5,905
1.23,Premium,I,VS2,61.7,58.0,6.87,6.85,4.23,13794,2021-12-27 18:13:21.399655,7041.0,5622
0.51,Ideal,E,SI2,62.7,53.0,5.09,5.12,3.2,40893,2021-12-27 18:13:21.399655,623.0,1177
0.85,'Very Good',D,SI2,61.4,60.0,6.05,6.13,3.74,1855,2021-12-27 18:13:21.399655,3447.0,3066
0.56,Ideal,D,VS2,61.5,57.0,5.28,5.33,3.26,48367,2021-12-27 18:13:21.399655,2723.0,1963
0.52,'Very Good',G,VS1,62.4,60.0,5.11,5.12,3.19,45580,2021-12-27 18:13:21.399655,2009.5,1689
0.32,'Very Good',D,VVS2,61.9,54.0,4.43,4.46,2.75,33767,2021-12-27 18:13:21.399655,1537.0,841
0.7,'Very Good',F,VS2,61.7,58.0,5.63,5.69,3.49,389,2021-12-27 18:13:21.399655,3510.5,2812
0.54,Ideal,G,VS2,62.0,54.0,5.22,5.27,3.25,44367,2021-12-27 18:13:21.399655,2114.5,1580
0.38,Ideal,H,IF,58.9,58.0,4.69,4.81,2.8,39194,2021-12-27 18:13:21.399655,1566.5,1064
1.52,'Very Good',H,SI2,63.1,55.0,7.36,7.28,4.62,18624,2021-12-27 18:13:21.399655,8675.0,7600
1.23,Ideal,F,SI2,62.1,57.0,6.83,6.8,4.23,10578,2021-12-27 18:13:21.399655,6801.5,4819
0.45,Good,F,VS1,59.0,62.0,5.02,5.04,2.97,38055,2021-12-27 18:13:21.399655,1575.0,1012
0.57,'Very Good',I,SI1,63.3,56.0,5.29,5.27,3.34,40880,2021-12-27 18:13:21.399655,566.0,1176
0.34,Premium,H,SI1,60.2,58.0,4.52,4.48,2.71,17376,2021-12-27 18:13:21.399655,-568.0,612
0.9,Good,I,VVS1,63.9,63.0,6.04,6.07,3.87,4997,2021-12-27 18:13:21.399655,4477.5,3741
1.51,Good,I,VS2,62.9,57.0,7.23,7.27,4.56,20306,2021-12-27 18:13:21.399655,9591.5,8720
0.3,Good,E,VVS2,59.5,59.0,4.35,4.39,2.6,19356,2021-12-27 18:13:21.399655,1054.5,622
0.3,'Very Good',E,VS2,62.4,56.0,4.26,4.33,2.68,27962,2021-12-27 18:13:21.399655,483.5,658
1.51,Premium,H,VS1,61.8,59.0,7.32,7.27,4.51,23255,2021-12-27 18:13:21.399655,10488.5,11263
1.21,Premium,I,SI1,61.6,56.0,6.89,6.85,4.23,14211,2021-12-27 18:13:21.399655,6278.0,5760
0.59,'Very Good',E,VS2,61.8,59.0,5.35,5.4,3.32,45814,2021-12-27 18:13:21.399655,2581.5,1712
0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,37564,2021-12-27 18:13:21.399655,1445.0,988
1.0,Good,J,SI1,61.7,62.0,6.37,6.4,3.94,4769,2021-12-27 18:13:21.399655,3184.0,3690
2.01,Premium,H,SI2,63.0,59.0,7.93,7.9,4.99,26400,2021-12-27 18:13:21.399655,13525.0,15917
0.59,Ideal,H,SI1,61.1,57.0,5.39,5.41,3.3,43833,2021-12-27 18:13:21.399655,1392.5,1445
0.75,Ideal,E,VS1,62.5,57.0,5.8,5.85,3.64,4173,2021-12-27 18:13:21.399655,4365.0,3555
1.07,'Very Good',E,VS1,62.0,60.0,6.49,6.58,4.05,18919,2021-12-27 18:13:21.399655,7087.5,7768
0.71,Ideal,D,SI2,61.5,56.2,5.73,5.75,3.53,52774,2021-12-27 18:13:21.399655,2419.0,2564
0.41,Good,D,VS2,63.4,54.0,4.74,4.79,3.02,34675,2021-12-27 18:13:21.399655,1309.5,873
1.51,Ideal,G,VS2,62.2,57.0,7.28,7.36,4.55,24618,2021-12-27 18:13:21.399655,10805.0,12947
1.01,Ideal,F,SI2,62.4,56.0,6.44,6.38,4.0,4946,2021-12-27 18:13:21.399655,4739.5,3733
0.31,Ideal,E,IF,63.0,55.0,4.34,4.37,2.73,41328,2021-12-27 18:13:21.399655,1740.0,1214
0.3,'Very Good',E,VS2,62.1,62.0,4.21,4.26,2.63,6033,2021-12-27 18:13:21.399655,377.5,575
1.01,'Very Good',D,SI2,61.8,57.0,6.42,6.47,3.98,7619,2021-12-27 18:13:21.399655,4929.5,4260
0.47,Good,E,SI2,56.5,62.0,5.17,5.09,2.9,33919,2021-12-27 18:13:21.399655,-5.5,844
1.12,Ideal,G,VS2,60.9,56.0,6.7,6.74,4.09,19555,2021-12-27 18:13:21.399655,7134.0,8189
0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,51501,2021-12-27 18:13:21.399655,3038.0,2382
1.0,'Very Good',H,VS2,63.3,62.0,6.37,6.29,4.01,9689,2021-12-27 18:13:21.399655,5179.0,4652
0.33,'Very Good',E,VVS1,61.5,57.0,4.44,4.48,2.75,39874,2021-12-27 18:13:21.399655,1431.5,1103
0.73,Ideal,D,SI2,62.4,56.0,5.72,5.75,3.58,52369,2021-12-27 18:13:21.399655,2599.0,2504
0.43,Ideal,G,SI1,62.9,55.0,4.87,4.83,3.05,37055,2021-12-27 18:13:21.399655,564.5,968
0.31,Ideal,F,VVS1,61.9,53.5,4.36,4.39,2.71,34998,2021-12-27 18:13:21.399655,1422.0,882
2.1,Fair,F,SI2,59.5,69.0,8.35,8.25,4.94,26732,2021-12-27 18:13:21.399655,13988.5,16506
0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,174,2021-12-27 18:13:21.399655,3066.0,2774
1.01,Good,G,VVS2,63.1,56.0,6.34,6.4,4.02,18287,2021-12-27 18:13:21.399655,6568.5,7430
2.3,'Very Good',I,SI2,60.6,60.0,8.51,8.56,5.17,25675,2021-12-27 18:13:21.399655,15801.0,14603
0.43,Ideal,F,VS1,61.4,56.0,4.87,4.9,3.0,41520,2021-12-27 18:13:21.399655,1765.0,1235
0.3,'Very Good',E,IF,62.8,54.0,4.3,4.33,2.71,36176,2021-12-27 18:13:21.399655,1599.5,930
0.9,Ideal,I,SI2,62.0,56.0,6.16,6.2,3.83,1538,2021-12-27 18:13:21.399655,2611.0,3001
0.35,'Very Good',E,VS1,59.9,59.9,4.54,4.59,2.73,35060,2021-12-27 18:13:21.399655,1130.0,885
0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,42291,2021-12-27 18:13:21.399655,-160.5,505
1.05,Premium,E,I1,61.4,58.0,6.53,6.46,3.99,1363,2021-12-27 18:13:21.399655,2310.5,2964
0.39,'Very Good',E,VVS2,61.9,58.0,4.66,4.68,2.89,37125,2021-12-27 18:13:21.399655,1753.5,971
1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,21644,2021-12-27 18:13:21.399655,8624.0,9738
1.02,Good,D,VS2,63.2,58.0,6.36,6.4,4.03,18504,2021-12-27 18:13:21.399655,6404.0,7539
1.52,'Very Good',J,SI1,59.9,57.0,7.45,7.47,4.47,18908,2021-12-27 18:13:21.399655,8322.5,7759
0.7,Ideal,F,VS2,60.8,59.0,5.69,5.79,3.49,680,2021-12-27 18:13:21.399655,3590.5,2850
1.11,Premium,G,SI1,62.7,57.0,6.62,6.5,4.11,13050,2021-12-27 18:13:21.399655,6304.0,5408
0.7,Ideal,F,SI1,61.6,56.0,5.73,5.67,3.51,50922,2021-12-27 18:13:21.399655,3005.0,2319
0.31,Ideal,D,VS2,62.0,55.0,4.38,4.36,2.71,36432,2021-12-27 18:13:21.399655,859.5,942
0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62,33276,2021-12-27 18:13:21.399655,53.5,462
0.37,Ideal,E,VS2,62.7,56.0,4.55,4.6,2.87,32934,2021-12-27 18:13:21.399655,1066.0,811
1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01,13689,2021-12-27 18:13:21.399655,5784.0,5599
0.29,'Very Good',E,VS1,62.4,55.0,4.2,4.25,2.63,406,2021-12-27 18:13:21.399655,783.5,555
2.01,Good,H,SI2,62.3,60.0,7.95,7.97,4.96,25582,2021-12-27 18:13:21.399655,13347.5,14426
1.42,Premium,H,SI1,62.3,58.0,7.15,7.19,4.47,19456,2021-12-27 18:13:21.399655,8740.5,8102
1.54,Premium,D,VS2,59.4,59.0,7.61,7.55,4.5,23749,2021-12-27 18:13:21.399655,11369.5,11795
0.79,Ideal,F,SI1,62.0,55.0,5.93,5.95,3.68,1914,2021-12-27 18:13:21.399655,3813.0,3081
1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,7263,2021-12-27 18:13:21.399655,5012.0,4199
1.2,Ideal,F,VS2,61.9,53.0,6.84,6.79,4.22,20238,2021-12-27 18:13:21.399655,8141.0,8669
1.54,'Very Good',F,SI2,61.1,58.0,7.36,7.47,4.53,20583,2021-12-27 18:13:21.399655,9666.0,8893
0.3,Ideal,D,SI1,61.0,54.0,4.35,4.34,2.65,29783,2021-12-27 18:13:21.399655,289.0,709
0.41,Ideal,E,SI1,61.4,57.0,4.78,4.8,2.94,29566,2021-12-27 18:13:21.399655,753.5,705
0.31,Ideal,D,SI2,62.0,56.0,4.35,4.33,2.69,10728,2021-12-27 18:13:21.399655,-693.5,593
0.3,Ideal,E,VS2,62.0,56.0,4.34,4.3,2.68,33872,2021-12-27 18:13:21.399655,542.0,844
1.2,Premium,G,SI1,62.2,58.0,6.8,6.7,4.2,12067,2021-12-27 18:13:21.399655,7134.0,5154
1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,2610,2021-12-27 18:13:21.399655,5224.5,3220
